text,difficulty,user_answer,correct_answer
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrogen bonds,Covalent bonds
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Pyruvate,Pyruvate
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Covalent bonds,Covalent bonds
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrogen bonds,Covalent bonds
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of succinate to fumarate,Conversion of succinate to fumarate
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Enolase,Phosphoglycerate kinase
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphofructokinase,Phosphoglucose isomerase
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Gluconeogenesis,Beta-oxidation
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Signal transduction,Catalyzing metabolic reactions
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of succinate to fumarate,Conversion of succinate to fumarate
What is the monomer unit of proteins?,0.20,Monosaccharide,Amino acid
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
Nucleic acids are composed of monomeric units known as:,0.20,Monosaccharides,Nucleotides
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of fumarate to malate,Conversion of succinate to fumarate
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphofructokinase,Phosphoglucose isomerase
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The maximum rate of the reaction,The substrate concentration when the reaction rate is half its maximum
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrogen bonds,Covalent bonds
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Pyruvate,Pyruvate
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Catalyzing metabolic reactions,Catalyzing metabolic reactions
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of fumarate to malate,Conversion of succinate to fumarate
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrogen bonds,Covalent bonds
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The enzyme concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
"In the Michaelis-Menten model, what does the Km value represent?",0.50,Produces NADH and FADH2,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The enzyme concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Covalent bonds,Covalent bonds
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrogen bonds,Covalent bonds
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrophobic interactions,Covalent bonds
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,α-Ketoglutarate dehydrogenase,Citrate synthase
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of α-ketoglutarate to succinyl-CoA,Conversion of succinate to fumarate
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of α-ketoglutarate to succinyl-CoA,Conversion of succinate to fumarate
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which of the following best describes an enzyme's function?,0.20,Decreases the activation energy of a reaction,Decreases the activation energy of a reaction
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Covalent bonds,Covalent bonds
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
What is the repeating unit of a polysaccharide?,0.30,Glycerol,Monosaccharide
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Covalent bonds,Covalent bonds
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Covalent bonds,Covalent bonds
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Covalent bonds,Covalent bonds
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between amino acid side chains,Hydrogen bonds between peptide backbone atoms
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of succinate to fumarate,Conversion of succinate to fumarate
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
Nucleic acids are composed of monomeric units known as:,0.20,Monosaccharides,Nucleotides
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Catalyzing metabolic reactions,Catalyzing metabolic reactions
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which amino acid has a side chain that can form a disulfide bond?,0.30,2-chlorobutane,Cysteine
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
Which amino acid has a side chain that can form a disulfide bond?,0.30,2-chlorobutane,Cysteine
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 1 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Energy storage,Catalyzing metabolic reactions
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrogen bonds,Covalent bonds
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which of the following best describes an enzyme's function?,0.20,Changes the equilibrium position of a reaction,Decreases the activation energy of a reaction
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
Which of the following is not a feature of the Krebs cycle?,0.30,Regenerates oxaloacetate,Directly uses oxygen in its reactions
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,36 ATP,2 ATP
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
Which of the following best describes an enzyme's function?,0.20,Increases the activation energy of a reaction,Decreases the activation energy of a reaction
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Aldolase,Phosphoglucose isomerase
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Ketogenesis,Beta-oxidation
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The enzyme concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Hexokinase,Phosphoglucose isomerase
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 1 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The enzyme concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Ionic bonds,Covalent bonds
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which of the following best describes an enzyme's function?,0.20,Increases the activation energy of a reaction,Decreases the activation energy of a reaction
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Lactate,Pyruvate
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Ketogenesis,Beta-oxidation
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Peptide bonds between amino acids,Hydrogen bonds between peptide backbone atoms
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of α-ketoglutarate to succinyl-CoA,Conversion of succinate to fumarate
What is the monomer unit of proteins?,0.20,Monosaccharide,Amino acid
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which amino acid has a side chain that can form a disulfide bond?,0.30,Lysine,Cysteine
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrophobic interactions,Covalent bonds
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Lysine,Cysteine
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 3 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of fumarate to malate,Conversion of succinate to fumarate
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of fumarate to malate,Conversion of succinate to fumarate
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of fumarate to malate,Conversion of succinate to fumarate
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Lactate,Pyruvate
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,α-Ketoglutarate dehydrogenase,Citrate synthase
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Glucose to glucose-6-phosphate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
What is the repeating unit of a polysaccharide?,0.30,Nucleotide,Monosaccharide
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Malate,Isocitrate
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
What is the monomer unit of proteins?,0.20,Monosaccharide,Amino acid
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Phosphoenolpyruvate to pyruvate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Enolase,Phosphoglycerate kinase
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Ketogenesis,Beta-oxidation
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Ketogenesis,Beta-oxidation
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
What is the repeating unit of a polysaccharide?,0.30,Nucleotide,Monosaccharide
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Signal transduction,Catalyzing metabolic reactions
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,32 ATP,2 ATP
What is the monomer unit of proteins?,0.20,Monosaccharide,Amino acid
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Nucleic acids are composed of monomeric units known as:,0.20,Amino acids,Nucleotides
Nucleic acids are composed of monomeric units known as:,0.20,Amino acids,Nucleotides
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,Pyruvate kinase,"2 CO2, 3 NADH, 1 FADH2, 1 GTP"
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,Pyruvate kinase,"2 CO2, 3 NADH, 1 FADH2, 1 GTP"
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Nucleic acids are composed of monomeric units known as:,0.20,Monosaccharides,Nucleotides
Nucleic acids are composed of monomeric units known as:,0.20,Monosaccharides,Nucleotides
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Lysine,Phosphoglucose isomerase
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Lysine,Phosphoglucose isomerase
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
What is the repeating unit of a polysaccharide?,0.30,Monosaccharides,Monosaccharide
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
What is the repeating unit of a polysaccharide?,0.30,Monosaccharides,Monosaccharide
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrogen bonds,Covalent bonds
Which of the following best describes an enzyme's function?,0.20,Increases the activation energy of a reaction,Decreases the activation energy of a reaction
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrogen bonds,Covalent bonds
What is the repeating unit of a polysaccharide?,0.30,Nucleotide,Monosaccharide
What is the repeating unit of a polysaccharide?,0.30,Nucleotide,Monosaccharide
Which of the following best describes an enzyme's function?,0.20,Increases the activation energy of a reaction,Decreases the activation energy of a reaction
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of fumarate to malate,Conversion of succinate to fumarate
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,α-Ketoglutarate dehydrogenase,Citrate synthase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,α-Ketoglutarate dehydrogenase,Citrate synthase
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Enolase,Phosphoglycerate kinase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Enolase,Phosphoglycerate kinase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
What is the monomer unit of proteins?,0.20,α-Ketoglutarate dehydrogenase,Amino acid
What is the monomer unit of proteins?,0.20,α-Ketoglutarate dehydrogenase,Amino acid
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,α-Ketoglutarate dehydrogenase,Hydrogen bonds between peptide backbone atoms
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,α-Ketoglutarate dehydrogenase,Hydrogen bonds between peptide backbone atoms
Which of the following best describes an enzyme's function?,0.20,Increases the activation energy of a reaction,Decreases the activation energy of a reaction
Which of the following best describes an enzyme's function?,0.20,Increases the activation energy of a reaction,Decreases the activation energy of a reaction
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
What is the Michaelis constant (Km) in enzyme kinetics?,1.00,The substrate concentration at which the reaction rate is half of Vmax.,The substrate concentration at which the reaction rate is half of Vmax.
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Glucose,Pyruvate
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Glucose,Pyruvate
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of α-ketoglutarate to succinyl-CoA,Conversion of succinate to fumarate
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Disulfide bridges between cysteines,Hydrogen bonds between peptide backbone atoms
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Disulfide bridges between cysteines,Hydrogen bonds between peptide backbone atoms
Which of the following is not a feature of the Krebs cycle?,0.30,Occurs in the mitochondrial matrix,Directly uses oxygen in its reactions
Which of the following is not a feature of the Krebs cycle?,0.30,Occurs in the mitochondrial matrix,Directly uses oxygen in its reactions
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
